"population","sampleSize","pollster","startDate","endDate","pollsterRating","wtpolls","wtplus","wtnow","polltype","choice","party","pct","adj_pct","polltypeA","polltype1"
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",8.61e-07,8.61e-07,1.44e-09,"polls2","Trump","R",43,43.35152,"polls",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",8.61e-07,8.61e-07,1.44e-09,"plus2","Trump","R",43,43.37178,"plus",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",8.61e-07,8.61e-07,1.44e-09,"now2","Trump","R",43,43.55064,"now",3
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",1.31e-06,1.31e-06,4.4e-09,"polls3","Clinton","D",43.5,39.19992,"polls",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",1.31e-06,1.31e-06,4.4e-09,"plus3","Clinton","D",43.5,39.06368,"plus",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",1.31e-06,1.31e-06,4.4e-09,"now3","Clinton","D",43.5,39.05818,"now",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",1.31e-06,1.31e-06,4.4e-09,"polls3","Trump","R",30.6,29.37077,"polls",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",1.31e-06,1.31e-06,4.4e-09,"plus3","Trump","R",30.6,29.3385,"plus",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",1.31e-06,1.31e-06,4.4e-09,"now3","Trump","R",30.6,29.5883,"now",4
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",1.37e-06,1.37e-06,3.6e-09,"polls4","Clinton","D",40,37.58443,"polls",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",1.37e-06,1.37e-06,3.6e-09,"plus4","Clinton","D",40,37.63886,"plus",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",1.37e-06,1.37e-06,3.6e-09,"now4","Clinton","D",40,37.43419,"now",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",1.37e-06,1.37e-06,3.6e-09,"polls4","Trump","R",45,45.83141,"polls",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",1.37e-06,1.37e-06,3.6e-09,"plus4","Trump","R",45,45.85142,"plus",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",1.37e-06,1.37e-06,3.6e-09,"now4","Trump","R",45,46.09163,"now",5
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",1.62e-06,1.62e-06,7.63e-09,"polls5","Clinton","D",43.5,39.09193,"polls",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",1.62e-06,1.62e-06,7.63e-09,"plus5","Clinton","D",43.5,38.9593,"plus",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",1.62e-06,1.62e-06,7.63e-09,"now5","Clinton","D",43.5,38.98926,"now",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",1.62e-06,1.62e-06,7.63e-09,"polls5","Trump","R",35.7,34.81822,"polls",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",1.62e-06,1.62e-06,7.63e-09,"plus5","Trump","R",35.7,34.78846,"plus",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",1.62e-06,1.62e-06,7.63e-09,"now5","Trump","R",35.7,34.97321,"now",6
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",1.89e-06,1.89e-06,6.5e-09,"polls6","Clinton","D",42.6,38.29255,"polls",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",1.89e-06,1.89e-06,6.5e-09,"plus6","Clinton","D",42.6,38.15662,"plus",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",1.89e-06,1.89e-06,6.5e-09,"now6","Clinton","D",42.6,38.15204,"now",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",1.89e-06,1.89e-06,6.5e-09,"polls6","Trump","R",32.1,30.89317,"polls",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",1.89e-06,1.89e-06,6.5e-09,"plus6","Trump","R",32.1,30.86103,"plus",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",1.89e-06,1.89e-06,6.5e-09,"now6","Trump","R",32.1,31.10656,"now",7
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",2.5e-06,2.5e-06,8.8e-09,"polls7","Clinton","D",43.5,39.18515,"polls",8
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",2.5e-06,2.5e-06,8.8e-09,"plus7","Clinton","D",43.5,39.0495,"plus",8
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",2.5e-06,2.5e-06,8.8e-09,"now7","Clinton","D",43.5,39.04738,"now",8
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",2.5e-06,2.5e-06,8.8e-09,"polls7","Trump","R",30.7,29.51692,"polls",8
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",2.5e-06,2.5e-06,8.8e-09,"plus7","Trump","R",30.7,29.48499,"plus",8
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",2.5e-06,2.5e-06,8.8e-09,"now7","Trump","R",30.7,29.72347,"now",8
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",2.68e-06,2.68e-06,1.29e-08,"polls8","Clinton","D",42.6,38.18501,"polls",9
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",2.68e-06,2.68e-06,1.29e-08,"plus8","Clinton","D",42.6,38.0526,"plus",9
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",2.68e-06,2.68e-06,1.29e-08,"now8","Clinton","D",42.6,38.08585,"now",9
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",2.68e-06,2.68e-06,1.29e-08,"polls8","Trump","R",35.2,34.34168,"polls",9
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",2.68e-06,2.68e-06,1.29e-08,"plus8","Trump","R",35.2,34.3121,"plus",9
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",2.68e-06,2.68e-06,1.29e-08,"now8","Trump","R",35.2,34.49315,"now",9
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",3.21e-06,3.21e-06,5.07e-07,"polls9","Clinton","D",39,40.24218,"polls",10
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",3.21e-06,3.21e-06,5.07e-07,"plus9","Clinton","D",39,40.27114,"plus",10
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",3.21e-06,3.21e-06,5.07e-07,"now9","Clinton","D",39,40.35353,"now",10
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",3.21e-06,3.21e-06,5.07e-07,"polls9","Trump","R",40,43.92982,"polls",10
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",3.21e-06,3.21e-06,5.07e-07,"plus9","Trump","R",40,43.93165,"plus",10
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",3.21e-06,3.21e-06,5.07e-07,"now9","Trump","R",40,43.98327,"now",10
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",3.24e-06,3.24e-06,1.17e-08,"polls10","Clinton","D",43.7,39.38028,"polls",11
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",3.24e-06,3.24e-06,1.17e-08,"plus10","Clinton","D",43.7,39.24464,"plus",11
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",3.24e-06,3.24e-06,1.17e-08,"now10","Clinton","D",43.7,39.25123,"now",11
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",3.24e-06,3.24e-06,1.17e-08,"polls10","Trump","R",31.4,30.23791,"polls",11
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",3.24e-06,3.24e-06,1.17e-08,"plus10","Trump","R",31.4,30.20645,"plus",11
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",3.24e-06,3.24e-06,1.17e-08,"now10","Trump","R",31.4,30.43026,"now",11
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",3.26e-06,3.26e-06,1.23e-08,"polls11","Clinton","D",41.7,37.36507,"polls",12
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",3.26e-06,3.26e-06,1.23e-08,"plus11","Clinton","D",41.7,37.22997,"plus",12
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",3.26e-06,3.26e-06,1.23e-08,"now11","Clinton","D",41.7,37.2392,"now",12
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",3.26e-06,3.26e-06,1.23e-08,"polls11","Trump","R",33.8,32.68444,"polls",12
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",3.26e-06,3.26e-06,1.23e-08,"plus11","Trump","R",33.8,32.65327,"plus",12
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",3.26e-06,3.26e-06,1.23e-08,"now11","Trump","R",33.8,32.86992,"now",12
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",3.28e-06,3.28e-06,1.26e-08,"polls12","Clinton","D",42.5,38.15747,"polls",13
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",3.28e-06,3.28e-06,1.26e-08,"plus12","Clinton","D",42.5,38.02263,"plus",13
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",3.28e-06,3.28e-06,1.26e-08,"now12","Clinton","D",42.5,38.03318,"now",13
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",3.28e-06,3.28e-06,1.26e-08,"polls12","Trump","R",34.2,33.10771,"polls",13
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",3.28e-06,3.28e-06,1.26e-08,"plus12","Trump","R",34.2,33.07668,"plus",13
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",3.28e-06,3.28e-06,1.26e-08,"now12","Trump","R",34.2,33.28974,"now",13
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",3.32e-06,3.32e-06,1.22e-08,"polls13","Clinton","D",43.2,38.87267,"polls",14
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",3.32e-06,3.32e-06,1.22e-08,"plus13","Clinton","D",43.2,38.7373,"plus",14
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",3.32e-06,3.32e-06,1.22e-08,"now13","Clinton","D",43.2,38.74521,"now",14
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",3.32e-06,3.32e-06,1.22e-08,"polls13","Trump","R",32,30.86116,"polls",14
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",3.32e-06,3.32e-06,1.22e-08,"plus13","Trump","R",32,30.82985,"plus",14
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",3.32e-06,3.32e-06,1.22e-08,"now13","Trump","R",32,31.05009,"now",14
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",3.33e-06,3.33e-06,1.93e-08,"polls14","Clinton","D",42,39.33883,"polls",15
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",3.33e-06,3.33e-06,1.93e-08,"plus14","Clinton","D",42,39.40194,"plus",15
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",3.33e-06,3.33e-06,1.93e-08,"now14","Clinton","D",42,39.27865,"now",15
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",3.33e-06,3.33e-06,1.93e-08,"polls14","Trump","R",44,45.63258,"polls",15
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",3.33e-06,3.33e-06,1.93e-08,"plus14","Trump","R",44,45.65876,"plus",15
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",3.33e-06,3.33e-06,1.93e-08,"now14","Trump","R",44,45.73828,"now",15
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",3.38e-06,3.38e-06,1.33e-08,"polls15","Clinton","D",42.1,37.74986,"polls",16
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",3.38e-06,3.38e-06,1.33e-08,"plus15","Clinton","D",42.1,37.6153,"plus",16
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",3.38e-06,3.38e-06,1.33e-08,"now15","Clinton","D",42.1,37.62717,"now",16
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",3.38e-06,3.38e-06,1.33e-08,"polls15","Trump","R",35.9,34.83097,"polls",16
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",3.38e-06,3.38e-06,1.33e-08,"plus15","Trump","R",35.9,34.80008,"plus",16
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",3.38e-06,3.38e-06,1.33e-08,"now15","Trump","R",35.9,35.00956,"now",16
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",3.38e-06,3.38e-06,1.06e-08,"polls16","Clinton","D",46,43.53343,"polls",17
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",3.38e-06,3.38e-06,1.06e-08,"plus16","Clinton","D",46,43.59035,"plus",17
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",3.38e-06,3.38e-06,1.06e-08,"now16","Clinton","D",46,43.40156,"now",17
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",3.38e-06,3.38e-06,1.06e-08,"polls16","Trump","R",41,42.00153,"polls",17
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",3.38e-06,3.38e-06,1.06e-08,"plus16","Trump","R",41,42.02313,"plus",17
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",3.38e-06,3.38e-06,1.06e-08,"now16","Trump","R",41,42.21004,"now",17
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",3.56e-06,3.56e-06,1.43e-08,"polls17","Clinton","D",42.1,37.74236,"polls",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",3.56e-06,3.56e-06,1.43e-08,"plus17","Clinton","D",42.1,37.60806,"plus",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",3.56e-06,3.56e-06,1.43e-08,"now17","Clinton","D",42.1,37.62137,"now",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",3.56e-06,3.56e-06,1.43e-08,"polls17","Trump","R",36.2,35.15434,"polls",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",3.56e-06,3.56e-06,1.43e-08,"plus17","Trump","R",36.2,35.12358,"plus",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",3.56e-06,3.56e-06,1.43e-08,"now17","Trump","R",36.2,35.33044,"now",18
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",3.63e-06,3.63e-06,1.33e-07,"polls18","Clinton","D",45,41.04985,"polls",19
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",3.63e-06,3.63e-06,1.33e-07,"plus18","Clinton","D",45,41.07171,"plus",19
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",3.63e-06,3.63e-06,1.33e-07,"now18","Clinton","D",45,40.55591,"now",19
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",3.63e-06,3.63e-06,1.33e-07,"polls18","Trump","R",33,33.71706,"polls",19
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",3.63e-06,3.63e-06,1.33e-07,"plus18","Trump","R",33,33.67349,"plus",19
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",3.63e-06,3.63e-06,1.33e-07,"now18","Trump","R",33,34.1738,"now",19
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",3.78e-06,3.78e-06,1.56e-08,"polls19","Clinton","D",42.4,38.03485,"polls",20
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",3.78e-06,3.78e-06,1.56e-08,"plus19","Clinton","D",42.4,37.90082,"plus",20
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",3.78e-06,3.78e-06,1.56e-08,"now19","Clinton","D",42.4,37.91558,"now",20
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",3.78e-06,3.78e-06,1.56e-08,"polls19","Trump","R",35.6,34.57772,"polls",20
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",3.78e-06,3.78e-06,1.56e-08,"plus19","Trump","R",35.6,34.54708,"plus",20
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",3.78e-06,3.78e-06,1.56e-08,"now19","Trump","R",35.6,34.75131,"now",20
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",3.79e-06,3.79e-06,5.16e-08,"polls20","Clinton","D",43,40.01576,"polls",21
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",3.79e-06,3.79e-06,5.16e-08,"plus20","Clinton","D",43,40.08039,"plus",21
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",3.79e-06,3.79e-06,5.16e-08,"now20","Clinton","D",43,39.94664,"now",21
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",3.79e-06,3.79e-06,5.16e-08,"polls20","Trump","R",42,44.56886,"polls",21
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",3.79e-06,3.79e-06,5.16e-08,"plus20","Trump","R",42,44.60321,"plus",21
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",3.79e-06,3.79e-06,5.16e-08,"now20","Trump","R",42,44.7701,"now",21
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",3.98e-06,3.98e-06,1.96e-08,"polls21","Clinton","D",42.8,38.3781,"polls",22
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",3.98e-06,3.98e-06,1.96e-08,"plus21","Clinton","D",42.8,38.2459,"plus",22
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",3.98e-06,3.98e-06,1.96e-08,"now21","Clinton","D",42.8,38.28244,"now",22
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",3.98e-06,3.98e-06,1.96e-08,"polls21","Trump","R",35.6,34.76514,"polls",22
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",3.98e-06,3.98e-06,1.96e-08,"plus21","Trump","R",35.6,34.73573,"plus",22
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",3.98e-06,3.98e-06,1.96e-08,"now21","Trump","R",35.6,34.91309,"now",22
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",4.41e-06,4.41e-06,1.86e-08,"polls22","Clinton","D",43.2,38.82734,"polls",23
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",4.41e-06,4.41e-06,1.86e-08,"plus22","Clinton","D",43.2,38.69358,"plus",23
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",4.41e-06,4.41e-06,1.86e-08,"now22","Clinton","D",43.2,38.70979,"now",23
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",4.41e-06,4.41e-06,1.86e-08,"polls22","Trump","R",34,33.00111,"polls",23
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",4.41e-06,4.41e-06,1.86e-08,"plus22","Trump","R",34,32.97058,"plus",23
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",4.41e-06,4.41e-06,1.86e-08,"now22","Trump","R",34,33.17219,"now",23
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",4.76e-06,4.76e-06,2.15e-08,"polls23","Clinton","D",43.2,38.80576,"polls",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",4.76e-06,4.76e-06,2.15e-08,"plus23","Clinton","D",43.2,38.67271,"plus",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",4.76e-06,4.76e-06,2.15e-08,"now23","Clinton","D",43.2,38.6961,"now",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",4.76e-06,4.76e-06,2.15e-08,"polls23","Trump","R",34.9,33.97128,"polls",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",4.76e-06,4.76e-06,2.15e-08,"plus23","Trump","R",34.9,33.94119,"plus",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",4.76e-06,4.76e-06,2.15e-08,"now23","Trump","R",34.9,34.13332,"now",24
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",4.79e-06,4.79e-06,2.07e-08,"polls24","Clinton","D",42.8,38.41983,"polls",25
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",4.79e-06,4.79e-06,2.07e-08,"plus24","Clinton","D",42.8,38.28634,"plus",25
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",4.79e-06,4.79e-06,2.07e-08,"now24","Clinton","D",42.8,38.30399,"now",25
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",4.79e-06,4.79e-06,2.07e-08,"polls24","Trump","R",34.8,33.82449,"polls",25
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",4.79e-06,4.79e-06,2.07e-08,"plus24","Trump","R",34.8,33.79409,"plus",25
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",4.79e-06,4.79e-06,2.07e-08,"now24","Trump","R",34.8,33.99306,"now",25
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",4.87e-06,4.87e-06,2.69e-08,"polls25","Clinton","D",41.6,37.14186,"polls",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",4.87e-06,4.87e-06,2.69e-08,"plus25","Clinton","D",41.6,37.01053,"plus",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",4.87e-06,4.87e-06,2.69e-08,"now25","Clinton","D",41.6,37.06193,"now",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",4.87e-06,4.87e-06,2.69e-08,"polls25","Trump","R",36.9,36.18611,"polls",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",4.87e-06,4.87e-06,2.69e-08,"plus25","Trump","R",36.9,36.15764,"plus",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",4.87e-06,4.87e-06,2.69e-08,"now25","Trump","R",36.9,36.31857,"now",26
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",4.9e-06,4.9e-06,2.46e-07,"polls26","Clinton","D",48,44.47143,"polls",27
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",4.9e-06,4.9e-06,2.46e-07,"plus26","Clinton","D",48,44.49837,"plus",27
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",4.9e-06,4.9e-06,2.46e-07,"now26","Clinton","D",48,43.97143,"now",27
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",4.9e-06,4.9e-06,2.46e-07,"polls26","Trump","R",39,39.81877,"polls",27
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",4.9e-06,4.9e-06,2.46e-07,"plus26","Trump","R",39,39.77978,"plus",27
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",4.9e-06,4.9e-06,2.46e-07,"now26","Trump","R",39,40.09816,"now",27
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",4.93e-06,4.93e-06,2.9e-07,"polls27","Clinton","D",44,40.72932,"polls",28
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",4.93e-06,4.93e-06,2.9e-07,"plus27","Clinton","D",44,40.75774,"plus",28
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",4.93e-06,4.93e-06,2.9e-07,"now27","Clinton","D",44,40.29462,"now",28
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",4.93e-06,4.93e-06,2.9e-07,"polls27","Trump","R",36,36.8234,"polls",28
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",4.93e-06,4.93e-06,2.9e-07,"plus27","Trump","R",36,36.78809,"plus",28
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",4.93e-06,4.93e-06,2.9e-07,"now27","Trump","R",36,36.96754,"now",28
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",4.98e-06,4.98e-06,2.51e-08,"polls28","Clinton","D",41.8,37.37119,"polls",29
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",4.98e-06,4.98e-06,2.51e-08,"plus28","Clinton","D",41.8,37.2392,"plus",29
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",4.98e-06,4.98e-06,2.51e-08,"now28","Clinton","D",41.8,37.27903,"now",29
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",4.98e-06,4.98e-06,2.51e-08,"polls28","Trump","R",36.4,35.58861,"polls",29
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",4.98e-06,4.98e-06,2.51e-08,"plus28","Trump","R",36.4,35.55936,"plus",29
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",4.98e-06,4.98e-06,2.51e-08,"now28","Trump","R",36.4,35.73303,"now",29
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",4.98e-06,4.98e-06,2.2e-08,"polls29","Clinton","D",42.6,38.21268,"polls",30
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",4.98e-06,4.98e-06,2.2e-08,"plus29","Clinton","D",42.6,38.07942,"plus",30
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",4.98e-06,4.98e-06,2.2e-08,"now29","Clinton","D",42.6,38.09952,"now",30
