"population","sampleSize","pollster","startDate","endDate","pollsterRating","wtpolls","wtplus","wtnow","polltype","choice","party","pct","adj_pct","polltypeA","polltype1"
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",4.82e-06,4.82e-06,3.99e-09,"polls2","Clinton","D",44,41.58228,"polls",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",4.82e-06,4.82e-06,3.99e-09,"plus2","Clinton","D",44,41.57469,"plus",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",4.82e-06,4.82e-06,3.99e-09,"now2","Clinton","D",44,41.27864,"now",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",4.82e-06,4.82e-06,3.99e-09,"polls2","Trump","R",43,40.89738,"polls",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",4.82e-06,4.82e-06,3.99e-09,"plus2","Trump","R",43,41.00975,"plus",3
"rv",2001,"Morning Consult",2015-11-13,2015-11-16,"",4.82e-06,4.82e-06,3.99e-09,"now2","Trump","R",43,41.11311,"now",3
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",6.38e-06,6.38e-06,1.22e-08,"polls3","Clinton","D",43.5,39.64096,"polls",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",6.38e-06,6.38e-06,1.22e-08,"plus3","Clinton","D",43.5,39.73816,"plus",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",6.38e-06,6.38e-06,1.22e-08,"now3","Clinton","D",43.5,39.28963,"now",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",6.38e-06,6.38e-06,1.22e-08,"polls3","Trump","R",30.6,28.07953,"polls",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",6.38e-06,6.38e-06,1.22e-08,"plus3","Trump","R",30.6,27.91648,"plus",4
"lv",620,"Ipsos",2015-12-14,2015-12-18,"A-",6.38e-06,6.38e-06,1.22e-08,"now3","Trump","R",30.6,28.38366,"now",4
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",7.03e-06,7.03e-06,9.97e-09,"polls4","Clinton","D",40,37.4128,"polls",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",7.03e-06,7.03e-06,9.97e-09,"plus4","Clinton","D",40,37.41165,"plus",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",7.03e-06,7.03e-06,9.97e-09,"now4","Clinton","D",40,37.01333,"now",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",7.03e-06,7.03e-06,9.97e-09,"polls4","Trump","R",45,43.33144,"polls",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",7.03e-06,7.03e-06,9.97e-09,"plus4","Trump","R",45,43.45208,"plus",5
"rv",2047,"Morning Consult",2015-12-03,2015-12-07,"",7.03e-06,7.03e-06,9.97e-09,"now4","Trump","R",45,43.67786,"now",5
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",7.42e-06,7.42e-06,2.12e-08,"polls5","Clinton","D",43.5,39.50934,"polls",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",7.42e-06,7.42e-06,2.12e-08,"plus5","Clinton","D",43.5,39.60868,"plus",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",7.42e-06,7.42e-06,2.12e-08,"now5","Clinton","D",43.5,39.21522,"now",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",7.42e-06,7.42e-06,2.12e-08,"polls5","Trump","R",35.7,33.5186,"polls",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",7.42e-06,7.42e-06,2.12e-08,"plus5","Trump","R",35.7,33.36075,"plus",6
"lv",514,"Ipsos",2015-12-29,2016-01-02,"A-",7.42e-06,7.42e-06,2.12e-08,"now5","Trump","R",35.7,33.72308,"now",6
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",9.17e-06,9.17e-06,1.8e-08,"polls6","Clinton","D",42.6,38.73234,"polls",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",9.17e-06,9.17e-06,1.8e-08,"plus6","Clinton","D",42.6,38.8297,"plus",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",9.17e-06,9.17e-06,1.8e-08,"now6","Clinton","D",42.6,38.38273,"now",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",9.17e-06,9.17e-06,1.8e-08,"polls6","Trump","R",32.1,29.60079,"polls",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",9.17e-06,9.17e-06,1.8e-08,"plus6","Trump","R",32.1,29.43813,"plus",7
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",9.17e-06,9.17e-06,1.8e-08,"now6","Trump","R",32.1,29.89738,"now",7
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",1.01e-05,1.01e-05,1.95e-06,"polls7","Clinton","D",39,40.41319,"polls",8
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",1.01e-05,1.01e-05,1.95e-06,"plus7","Clinton","D",39,40.41076,"plus",8
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",1.01e-05,1.01e-05,1.95e-06,"now7","Clinton","D",39,40.24448,"now",8
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",1.01e-05,1.01e-05,1.95e-06,"polls7","Trump","R",40,42.21376,"polls",8
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",1.01e-05,1.01e-05,1.95e-06,"plus7","Trump","R",40,42.40625,"plus",8
"rv",1417,"SurveyMonkey",2016-06-02,2016-06-05,"C-",1.01e-05,1.01e-05,1.95e-06,"now7","Trump","R",40,42.55339,"now",8
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",1.21e-05,1.21e-05,2.44e-08,"polls8","Clinton","D",43.5,39.62618,"polls",9
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",1.21e-05,1.21e-05,2.44e-08,"plus8","Clinton","D",43.5,39.72362,"plus",9
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",1.21e-05,1.21e-05,2.44e-08,"now8","Clinton","D",43.5,39.28584,"now",9
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",1.21e-05,1.21e-05,2.44e-08,"polls8","Trump","R",30.7,28.21988,"polls",9
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",1.21e-05,1.21e-05,2.44e-08,"plus8","Trump","R",30.7,28.0578,"plus",9
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",1.21e-05,1.21e-05,2.44e-08,"now8","Trump","R",30.7,28.49289,"now",9
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",1.23e-05,1.23e-05,3.6e-08,"polls9","Clinton","D",42.6,38.60066,"polls",10
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",1.23e-05,1.23e-05,3.6e-08,"plus9","Clinton","D",42.6,38.70013,"plus",10
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",1.23e-05,1.23e-05,3.6e-08,"now9","Clinton","D",42.6,38.31139,"now",10
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",1.23e-05,1.23e-05,3.6e-08,"polls9","Trump","R",35.2,33.0413,"polls",10
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",1.23e-05,1.23e-05,3.6e-08,"plus9","Trump","R",35.2,32.88377,"plus",10
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",1.23e-05,1.23e-05,3.6e-08,"now9","Trump","R",35.2,33.23973,"now",10
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",1.33e-05,1.33e-05,4.43e-07,"polls10","Clinton","D",45,40.78535,"polls",11
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",1.33e-05,1.33e-05,4.43e-07,"plus10","Clinton","D",45,40.77056,"plus",11
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",1.33e-05,1.33e-05,4.43e-07,"now10","Clinton","D",45,39.93159,"now",11
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",1.33e-05,1.33e-05,4.43e-07,"polls10","Trump","R",33,31.68291,"polls",11
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",1.33e-05,1.33e-05,4.43e-07,"plus10","Trump","R",33,31.8075,"plus",11
"rv",12116,"SurveyMonkey",2016-03-28,2016-04-03,"C-",1.33e-05,1.33e-05,4.43e-07,"now10","Trump","R",33,32.71982,"now",11
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",1.44e-05,1.44e-05,1.47e-07,"polls11","Clinton","D",43,39.72005,"polls",12
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",1.44e-05,1.44e-05,1.47e-07,"plus11","Clinton","D",43,39.7245,"plus",12
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",1.44e-05,1.44e-05,1.47e-07,"now11","Clinton","D",43,39.46127,"now",12
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",1.44e-05,1.44e-05,1.47e-07,"polls11","Trump","R",42,42.03786,"polls",12
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",1.44e-05,1.44e-05,1.47e-07,"plus11","Trump","R",42,42.17725,"plus",12
"rv",883,"Morning Consult",2016-02-15,2016-02-16,"",1.44e-05,1.44e-05,1.47e-07,"now11","Trump","R",42,42.23536,"now",12
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",1.47e-05,1.47e-05,5.38e-08,"polls12","Clinton","D",42,39.11268,"polls",13
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",1.47e-05,1.47e-05,5.38e-08,"plus12","Clinton","D",42,39.11674,"plus",13
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",1.47e-05,1.47e-05,5.38e-08,"now12","Clinton","D",42,38.81943,"now",13
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",1.47e-05,1.47e-05,5.38e-08,"polls12","Trump","R",44,43.10472,"polls",13
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",1.47e-05,1.47e-05,5.38e-08,"plus12","Trump","R",44,43.23825,"plus",13
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",1.47e-05,1.47e-05,5.38e-08,"now12","Trump","R",44,43.23457,"now",13
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",1.56e-05,1.56e-05,3.4e-08,"polls13","Clinton","D",41.7,37.79777,"polls",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",1.56e-05,1.56e-05,3.4e-08,"plus13","Clinton","D",41.7,37.89572,"plus",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",1.56e-05,1.56e-05,3.4e-08,"now13","Clinton","D",41.7,37.46218,"now",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",1.56e-05,1.56e-05,3.4e-08,"polls13","Trump","R",33.8,31.39077,"polls",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",1.56e-05,1.56e-05,3.4e-08,"plus13","Trump","R",33.8,31.22973,"plus",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",1.56e-05,1.56e-05,3.4e-08,"now13","Trump","R",33.8,31.65033,"now",14
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",1.56e-05,1.56e-05,3.23e-08,"polls14","Clinton","D",43.7,39.81659,"polls",15
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",1.56e-05,1.56e-05,3.23e-08,"plus14","Clinton","D",43.7,39.91421,"plus",15
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",1.56e-05,1.56e-05,3.23e-08,"now14","Clinton","D",43.7,39.47832,"now",15
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",1.56e-05,1.56e-05,3.23e-08,"polls14","Trump","R",31.4,28.94474,"polls",15
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",1.56e-05,1.56e-05,3.23e-08,"plus14","Trump","R",31.4,28.78307,"plus",15
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",1.56e-05,1.56e-05,3.23e-08,"now14","Trump","R",31.4,29.21103,"now",15
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",1.56e-05,1.56e-05,3.5e-08,"polls15","Clinton","D",42.5,38.58837,"polls",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",1.56e-05,1.56e-05,3.5e-08,"plus15","Clinton","D",42.5,38.68649,"plus",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",1.56e-05,1.56e-05,3.5e-08,"now15","Clinton","D",42.5,38.25413,"now",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",1.56e-05,1.56e-05,3.5e-08,"polls15","Trump","R",34.2,31.81378,"polls",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",1.56e-05,1.56e-05,3.5e-08,"plus15","Trump","R",34.2,31.65306,"plus",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",1.56e-05,1.56e-05,3.5e-08,"now15","Trump","R",34.2,32.06997,"now",16
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",1.59e-05,1.59e-05,3.39e-08,"polls16","Clinton","D",43.2,39.30716,"polls",17
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",1.59e-05,1.59e-05,3.39e-08,"plus16","Clinton","D",43.2,39.40495,"plus",17
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",1.59e-05,1.59e-05,3.39e-08,"now16","Clinton","D",43.2,38.97024,"now",17
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",1.59e-05,1.59e-05,3.39e-08,"polls16","Trump","R",32,29.56776,"polls",17
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",1.59e-05,1.59e-05,3.39e-08,"plus16","Trump","R",32,29.4064,"plus",17
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",1.59e-05,1.59e-05,3.39e-08,"now16","Trump","R",32,29.83069,"now",17
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",1.6e-05,1.6e-05,3.7e-08,"polls17","Clinton","D",42.1,38.17896,"polls",18
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",1.6e-05,1.6e-05,3.7e-08,"plus17","Clinton","D",42.1,38.27724,"plus",18
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",1.6e-05,1.6e-05,3.7e-08,"now17","Clinton","D",42.1,37.84605,"now",18
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",1.6e-05,1.6e-05,3.7e-08,"polls17","Trump","R",35.9,33.53678,"polls",18
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",1.6e-05,1.6e-05,3.7e-08,"plus17","Trump","R",35.9,33.37637,"plus",18
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",1.6e-05,1.6e-05,3.7e-08,"now17","Trump","R",35.9,33.78962,"now",18
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",1.68e-05,1.68e-05,2.95e-08,"polls18","Clinton","D",46,43.34924,"polls",19
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",1.68e-05,1.68e-05,2.95e-08,"plus18","Clinton","D",46,43.34964,"plus",19
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",1.68e-05,1.68e-05,2.95e-08,"now18","Clinton","D",46,42.95101,"now",19
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",1.68e-05,1.68e-05,2.95e-08,"polls18","Trump","R",41,39.49308,"polls",19
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",1.68e-05,1.68e-05,2.95e-08,"plus18","Trump","R",41,39.61738,"plus",19
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",1.68e-05,1.68e-05,2.95e-08,"now18","Trump","R",41,39.79358,"now",19
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",1.68e-05,1.68e-05,3.98e-08,"polls19","Clinton","D",42.1,38.17023,"polls",20
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",1.68e-05,1.68e-05,3.98e-08,"plus19","Clinton","D",42.1,38.26865,"plus",20
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",1.68e-05,1.68e-05,3.98e-08,"now19","Clinton","D",42.1,37.84217,"now",20
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",1.68e-05,1.68e-05,3.98e-08,"polls19","Trump","R",36.2,33.85953,"polls",20
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",1.68e-05,1.68e-05,3.98e-08,"plus19","Trump","R",36.2,33.69944,"plus",20
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",1.68e-05,1.68e-05,3.98e-08,"now19","Trump","R",36.2,34.10632,"now",20
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",1.68e-05,1.68e-05,9.89e-07,"polls20","Clinton","D",44,40.47902,"polls",21
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",1.68e-05,1.68e-05,9.89e-07,"plus20","Clinton","D",44,40.47049,"plus",21
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",1.68e-05,1.68e-05,9.89e-07,"now20","Clinton","D",44,39.66282,"now",21
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",1.68e-05,1.68e-05,9.89e-07,"polls20","Trump","R",36,34.83502,"polls",21
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",1.68e-05,1.68e-05,9.89e-07,"plus20","Trump","R",36,34.97114,"plus",21
"rv",9405,"SurveyMonkey",2016-04-18,2016-04-24,"C-",1.68e-05,1.68e-05,9.89e-07,"now20","Trump","R",36,35.41216,"now",21
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",1.71e-05,1.71e-05,8.31e-07,"polls21","Clinton","D",48,44.19207,"polls",22
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",1.71e-05,1.71e-05,8.31e-07,"plus21","Clinton","D",48,44.18242,"plus",22
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",1.71e-05,1.71e-05,8.31e-07,"now21","Clinton","D",48,43.27086,"now",22
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",1.71e-05,1.71e-05,8.31e-07,"polls21","Trump","R",39,37.83074,"polls",22
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",1.71e-05,1.71e-05,8.31e-07,"plus21","Trump","R",39,37.96156,"plus",22
"rv",11498,"SurveyMonkey",2016-04-11,2016-04-17,"C-",1.71e-05,1.71e-05,8.31e-07,"now21","Trump","R",39,38.6118,"now",22
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",1.78e-05,1.78e-05,4.33e-08,"polls22","Clinton","D",42.4,38.46152,"polls",23
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",1.78e-05,1.78e-05,4.33e-08,"plus22","Clinton","D",42.4,38.56007,"plus",23
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",1.78e-05,1.78e-05,4.33e-08,"now22","Clinton","D",42.4,38.13831,"now",23
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",1.78e-05,1.78e-05,4.33e-08,"polls22","Trump","R",35.6,33.28226,"polls",23
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",1.78e-05,1.78e-05,4.33e-08,"plus22","Trump","R",35.6,33.12249,"plus",23
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",1.78e-05,1.78e-05,4.33e-08,"now22","Trump","R",35.6,33.52302,"now",23
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",1.81e-05,1.81e-05,5.47e-08,"polls23","Clinton","D",42.8,38.79199,"polls",24
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",1.81e-05,1.81e-05,5.47e-08,"plus23","Clinton","D",42.8,38.89159,"plus",24
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",1.81e-05,1.81e-05,5.47e-08,"now23","Clinton","D",42.8,38.50756,"now",24
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",1.81e-05,1.81e-05,5.47e-08,"polls23","Trump","R",35.6,33.464,"polls",24
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",1.81e-05,1.81e-05,5.47e-08,"plus23","Trump","R",35.6,33.30679,"plus",24
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",1.81e-05,1.81e-05,5.47e-08,"now23","Trump","R",35.6,33.65638,"now",24
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",2.07e-05,2.07e-05,5.17e-08,"polls24","Clinton","D",43.2,39.25281,"polls",25
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",2.07e-05,2.07e-05,5.17e-08,"plus24","Clinton","D",43.2,39.35149,"plus",25
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",2.07e-05,2.07e-05,5.17e-08,"now24","Clinton","D",43.2,38.93445,"now",25
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",2.07e-05,2.07e-05,5.17e-08,"polls24","Trump","R",34,31.705,"polls",25
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",2.07e-05,2.07e-05,5.17e-08,"plus24","Trump","R",34,31.54555,"plus",25
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",2.07e-05,2.07e-05,5.17e-08,"now24","Trump","R",34,31.93971,"now",25
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",2.18e-05,2.18e-05,7.52e-08,"polls25","Clinton","D",41.6,37.54789,"polls",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",2.18e-05,2.18e-05,7.52e-08,"plus25","Clinton","D",41.6,37.64807,"plus",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",2.18e-05,2.18e-05,7.52e-08,"now25","Clinton","D",41.6,37.28655,"now",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",2.18e-05,2.18e-05,7.52e-08,"polls25","Trump","R",36.9,34.88087,"polls",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",2.18e-05,2.18e-05,7.52e-08,"plus25","Trump","R",36.9,34.72524,"plus",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",2.18e-05,2.18e-05,7.52e-08,"now25","Trump","R",36.9,35.04845,"now",26
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",2.21e-05,2.21e-05,5.98e-08,"polls26","Clinton","D",43.2,39.22672,"polls",27
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",2.21e-05,2.21e-05,5.98e-08,"plus26","Clinton","D",43.2,39.32579,"plus",27
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",2.21e-05,2.21e-05,5.98e-08,"now26","Clinton","D",43.2,38.9229,"now",27
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",2.21e-05,2.21e-05,5.98e-08,"polls26","Trump","R",34.9,32.67318,"polls",27
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",2.21e-05,2.21e-05,5.98e-08,"plus26","Trump","R",34.9,32.51469,"plus",27
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",2.21e-05,2.21e-05,5.98e-08,"now26","Trump","R",34.9,32.88975,"now",27
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",2.24e-05,2.24e-05,5.75e-08,"polls27","Clinton","D",42.8,38.8441,"polls",28
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",2.24e-05,2.24e-05,5.75e-08,"plus27","Clinton","D",42.8,38.94292,"plus",28
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",2.24e-05,2.24e-05,5.75e-08,"now27","Clinton","D",42.8,38.5306,"now",28
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",2.24e-05,2.24e-05,5.75e-08,"polls27","Trump","R",34.8,32.52773,"polls",28
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",2.24e-05,2.24e-05,5.75e-08,"plus27","Trump","R",34.8,32.3686,"plus",28
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",2.24e-05,2.24e-05,5.75e-08,"now27","Trump","R",34.8,32.75639,"now",28
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",2.25e-05,2.25e-05,7.98e-08,"polls28","Clinton","D",42.6,38.53899,"polls",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",2.25e-05,2.25e-05,7.98e-08,"plus28","Clinton","D",42.6,38.63927,"plus",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",2.25e-05,2.25e-05,7.98e-08,"now28","Clinton","D",42.6,38.28259,"now",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",2.25e-05,2.25e-05,7.98e-08,"polls28","Trump","R",35.6,33.6042,"polls",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",2.25e-05,2.25e-05,7.98e-08,"plus28","Trump","R",35.6,33.44888,"plus",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",2.25e-05,2.25e-05,7.98e-08,"now28","Trump","R",35.6,33.76604,"now",29
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",2.26e-05,2.26e-05,7e-08,"polls29","Clinton","D",41.8,37.78332,"polls",30
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",2.26e-05,2.26e-05,7e-08,"plus29","Clinton","D",41.8,37.88306,"plus",30
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",2.26e-05,2.26e-05,7e-08,"now29","Clinton","D",41.8,37.50373,"now",30
