"population","sampleSize","pollster","startDate","endDate","pollsterRating","wtpolls","wtplus","wtnow","polltype","choice","party","pct","adj_pct","polltypeA","polltype1"
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",3.37e-08,3.37e-08,1.01e-09,"polls8","Trump","R",32.1,29.53679,"polls",9
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",3.37e-08,3.37e-08,1.01e-09,"plus8","Trump","R",32.1,29.44961,"plus",9
"lv",876,"Ipsos",2015-12-15,2015-12-19,"A-",3.37e-08,3.37e-08,1.01e-09,"now8","Trump","R",32.1,29.62354,"now",9
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",4.51e-08,4.51e-08,1.37e-09,"polls9","Clinton","D",43.5,42.38477,"polls",10
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",4.51e-08,4.51e-08,1.37e-09,"plus9","Clinton","D",43.5,42.50354,"plus",10
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",4.51e-08,4.51e-08,1.37e-09,"now9","Clinton","D",43.5,42.31265,"now",10
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",4.51e-08,4.51e-08,1.37e-09,"polls9","Trump","R",30.7,28.16068,"polls",10
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",4.51e-08,4.51e-08,1.37e-09,"plus9","Trump","R",30.7,28.07351,"plus",10
"lv",1130,"Ipsos",2015-12-16,2015-12-20,"A-",4.51e-08,4.51e-08,1.37e-09,"now9","Trump","R",30.7,28.24684,"now",10
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",5.58e-08,5.58e-08,1.59e-09,"polls10","Clinton","D",46,47.26598,"polls",11
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",5.58e-08,5.58e-08,1.59e-09,"plus10","Clinton","D",46,47.28166,"plus",11
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",5.58e-08,5.58e-08,1.59e-09,"now10","Clinton","D",46,47.29668,"now",11
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",5.58e-08,5.58e-08,1.59e-09,"polls10","Trump","R",41,41.05822,"polls",11
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",5.58e-08,5.58e-08,1.59e-09,"plus10","Trump","R",41,41.13757,"plus",11
"rv",4038,"Morning Consult",2015-12-11,2015-12-15,"",5.58e-08,5.58e-08,1.59e-09,"now10","Trump","R",41,41.26156,"now",11
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",5.62e-08,5.62e-08,2.03e-09,"polls11","Clinton","D",42.6,41.39996,"polls",12
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",5.62e-08,5.62e-08,2.03e-09,"plus11","Clinton","D",42.6,41.52132,"plus",12
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",5.62e-08,5.62e-08,2.03e-09,"now11","Clinton","D",42.6,41.35384,"now",12
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",5.62e-08,5.62e-08,2.03e-09,"polls11","Trump","R",35.2,33.01237,"polls",12
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",5.62e-08,5.62e-08,2.03e-09,"plus11","Trump","R",35.2,32.92477,"plus",12
"lv",831,"Ipsos",2015-12-30,2016-01-03,"A-",5.62e-08,5.62e-08,2.03e-09,"now11","Trump","R",35.2,33.10495,"now",12
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",5.91e-08,5.91e-08,1.81e-09,"polls12","Clinton","D",43.7,42.5769,"polls",13
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",5.91e-08,5.91e-08,1.81e-09,"plus12","Clinton","D",43.7,42.69584,"plus",13
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",5.91e-08,5.91e-08,1.81e-09,"now12","Clinton","D",43.7,42.50751,"now",13
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",5.91e-08,5.91e-08,1.81e-09,"polls12","Trump","R",31.4,28.88845,"polls",13
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",5.91e-08,5.91e-08,1.81e-09,"plus12","Trump","R",31.4,28.80128,"plus",13
"lv",1425,"Ipsos",2015-12-17,2015-12-21,"A-",5.91e-08,5.91e-08,1.81e-09,"now12","Trump","R",31.4,28.97273,"now",13
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",6.08e-08,6.08e-08,1.91e-09,"polls13","Clinton","D",41.7,40.56445,"polls",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",6.08e-08,6.08e-08,1.91e-09,"plus13","Clinton","D",41.7,40.68384,"plus",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",6.08e-08,6.08e-08,1.91e-09,"now13","Clinton","D",41.7,40.49819,"now",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",6.08e-08,6.08e-08,1.91e-09,"polls13","Trump","R",33.8,31.33862,"polls",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",6.08e-08,6.08e-08,1.91e-09,"plus13","Trump","R",33.8,31.25134,"plus",14
"lv",1358,"Ipsos",2015-12-19,2015-12-23,"A-",6.08e-08,6.08e-08,1.91e-09,"now13","Trump","R",33.8,31.42346,"now",14
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",6.13e-08,6.13e-08,1.9e-09,"polls14","Clinton","D",43.2,42.07029,"polls",15
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",6.13e-08,6.13e-08,1.9e-09,"plus14","Clinton","D",43.2,42.18945,"plus",15
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",6.13e-08,6.13e-08,1.9e-09,"now14","Clinton","D",43.2,42.0028,"now",15
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",6.13e-08,6.13e-08,1.9e-09,"polls14","Trump","R",32,29.51449,"polls",15
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",6.13e-08,6.13e-08,1.9e-09,"plus14","Trump","R",32,29.42727,"plus",15
"lv",1423,"Ipsos",2015-12-18,2015-12-22,"A-",6.13e-08,6.13e-08,1.9e-09,"now14","Trump","R",32,29.59849,"now",15
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",6.18e-08,6.18e-08,1.97e-09,"polls15","Clinton","D",42.5,41.35757,"polls",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",6.18e-08,6.18e-08,1.97e-09,"plus15","Clinton","D",42.5,41.47719,"plus",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",6.18e-08,6.18e-08,1.97e-09,"now15","Clinton","D",42.5,41.29267,"now",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",6.18e-08,6.18e-08,1.97e-09,"polls15","Trump","R",34.2,31.76446,"polls",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",6.18e-08,6.18e-08,1.97e-09,"plus15","Trump","R",34.2,31.67711,"plus",16
"lv",1330,"Ipsos",2015-12-20,2015-12-24,"A-",6.18e-08,6.18e-08,1.97e-09,"now15","Trump","R",34.2,31.84995,"now",16
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",6.44e-08,6.44e-08,2.08e-09,"polls16","Clinton","D",42.1,40.9515,"polls",17
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",6.44e-08,6.44e-08,2.08e-09,"plus16","Clinton","D",42.1,41.07132,"plus",17
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",6.44e-08,6.44e-08,2.08e-09,"now16","Clinton","D",42.1,40.88791,"now",17
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",6.44e-08,6.44e-08,2.08e-09,"polls16","Trump","R",35.9,33.48885,"polls",17
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",6.44e-08,6.44e-08,2.08e-09,"plus16","Trump","R",35.9,33.40144,"plus",17
"lv",1334,"Ipsos",2015-12-21,2015-12-25,"A-",6.44e-08,6.44e-08,2.08e-09,"now16","Trump","R",35.9,33.57514,"now",17
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",6.85e-08,6.85e-08,2.24e-09,"polls17","Clinton","D",42.1,40.94569,"polls",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",6.85e-08,6.85e-08,2.24e-09,"plus17","Clinton","D",42.1,41.0657,"plus",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",6.85e-08,6.85e-08,2.24e-09,"now17","Clinton","D",42.1,40.88344,"now",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",6.85e-08,6.85e-08,2.24e-09,"polls17","Trump","R",36.2,33.81361,"polls",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",6.85e-08,6.85e-08,2.24e-09,"plus17","Trump","R",36.2,33.72617,"plus",18
"lv",1367,"Ipsos",2015-12-22,2015-12-26,"A-",6.85e-08,6.85e-08,2.24e-09,"now17","Trump","R",36.2,33.90076,"now",18
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",7.35e-08,7.35e-08,2.43e-09,"polls18","Clinton","D",42.4,41.2395,"polls",19
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",7.35e-08,7.35e-08,2.43e-09,"plus18","Clinton","D",42.4,41.35974,"plus",19
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",7.35e-08,7.35e-08,2.43e-09,"now18","Clinton","D",42.4,41.17854,"now",19
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",7.35e-08,7.35e-08,2.43e-09,"polls18","Trump","R",35.6,33.23867,"polls",19
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",7.35e-08,7.35e-08,2.43e-09,"plus18","Trump","R",35.6,33.15117,"plus",19
"lv",1413,"Ipsos",2015-12-23,2015-12-27,"A-",7.35e-08,7.35e-08,2.43e-09,"now18","Trump","R",35.6,33.32726,"now",19
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",7.46e-08,7.46e-08,2.97e-09,"polls19","Clinton","D",42,43.11242,"polls",20
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",7.46e-08,7.46e-08,2.97e-09,"plus19","Clinton","D",42,43.13261,"plus",20
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",7.46e-08,7.46e-08,2.97e-09,"now19","Clinton","D",42,43.19855,"now",20
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",7.46e-08,7.46e-08,2.97e-09,"polls19","Trump","R",44,44.72343,"polls",20
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",7.46e-08,7.46e-08,2.97e-09,"plus19","Trump","R",44,44.80257,"plus",20
"rv",2173,"Morning Consult",2016-01-08,2016-01-10,"",7.46e-08,7.46e-08,2.97e-09,"now19","Trump","R",44,44.93012,"now",20
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",8.43e-08,8.43e-08,3.08e-09,"polls20","Clinton","D",42.8,41.59497,"polls",21
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",8.43e-08,8.43e-08,3.08e-09,"plus20","Clinton","D",42.8,41.71647,"plus",21
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",8.43e-08,8.43e-08,3.08e-09,"now20","Clinton","D",42.8,41.55126,"now",21
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",8.43e-08,8.43e-08,3.08e-09,"polls20","Trump","R",35.6,33.43604,"polls",21
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",8.43e-08,8.43e-08,3.08e-09,"plus20","Trump","R",35.6,33.34845,"plus",21
"lv",1203,"Ipsos",2015-12-31,2016-01-04,"A-",8.43e-08,8.43e-08,3.08e-09,"now20","Trump","R",35.6,33.52848,"now",21
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",8.68e-08,8.68e-08,2.91e-09,"polls21","Clinton","D",43.2,42.0328,"polls",22
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",8.68e-08,8.68e-08,2.91e-09,"plus21","Clinton","D",43.2,42.15324,"plus",22
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",8.68e-08,8.68e-08,2.91e-09,"now21","Clinton","D",43.2,41.97342,"now",22
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",8.68e-08,8.68e-08,2.91e-09,"polls21","Trump","R",34,31.66502,"polls",22
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",8.68e-08,8.68e-08,2.91e-09,"plus21","Trump","R",34,31.57745,"plus",22
"lv",1603,"Ipsos",2015-12-24,2015-12-28,"A-",8.68e-08,8.68e-08,2.91e-09,"now21","Trump","R",34,31.7548,"now",22
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",9.53e-08,9.53e-08,3.23e-09,"polls22","Clinton","D",42.8,41.62689,"polls",23
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",9.53e-08,9.53e-08,3.23e-09,"plus22","Clinton","D",42.8,41.74754,"plus",23
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",9.53e-08,9.53e-08,3.23e-09,"now22","Clinton","D",42.8,41.56909,"now",23
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",9.53e-08,9.53e-08,3.23e-09,"polls22","Trump","R",34.8,32.49031,"polls",23
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",9.53e-08,9.53e-08,3.23e-09,"plus22","Trump","R",34.8,32.40268,"plus",23
"lv",1692,"Ipsos",2015-12-25,2015-12-29,"A-",9.53e-08,9.53e-08,3.23e-09,"now22","Trump","R",34.8,32.58173,"now",23
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",9.67e-08,9.67e-08,3.36e-09,"polls23","Clinton","D",43.2,42.01493,"polls",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",9.67e-08,9.67e-08,3.36e-09,"plus23","Clinton","D",43.2,42.13588,"plus",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",9.67e-08,9.67e-08,3.36e-09,"now23","Clinton","D",43.2,41.96161,"now",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",9.67e-08,9.67e-08,3.36e-09,"polls23","Trump","R",34.9,32.64139,"polls",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",9.67e-08,9.67e-08,3.36e-09,"plus23","Trump","R",34.9,32.55372,"plus",24
"lv",1586,"Ipsos",2015-12-27,2015-12-31,"A-",9.67e-08,9.67e-08,3.36e-09,"now23","Trump","R",34.9,32.73434,"now",24
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",1e-07,1e-07,3.44e-09,"polls24","Clinton","D",42.6,41.42076,"polls",25
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",1e-07,1e-07,3.44e-09,"plus24","Clinton","D",42.6,41.54159,"plus",25
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",1e-07,1e-07,3.44e-09,"now24","Clinton","D",42.6,41.3651,"now",25
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",1e-07,1e-07,3.44e-09,"polls24","Trump","R",34.9,32.61618,"polls",25
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",1e-07,1e-07,3.44e-09,"plus24","Trump","R",34.9,32.5285,"plus",25
"lv",1708,"Ipsos",2015-12-26,2015-12-30,"A-",1e-07,1e-07,3.44e-09,"now24","Trump","R",34.9,32.70891,"now",25
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",1.07e-07,1.07e-07,3.95e-09,"polls25","Clinton","D",41.8,40.58998,"polls",26
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",1.07e-07,1.07e-07,3.95e-09,"plus25","Clinton","D",41.8,40.71162,"plus",26
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",1.07e-07,1.07e-07,3.95e-09,"now25","Clinton","D",41.8,40.54867,"now",26
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",1.07e-07,1.07e-07,3.95e-09,"polls25","Trump","R",36.4,34.25971,"polls",26
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",1.07e-07,1.07e-07,3.95e-09,"plus25","Trump","R",36.4,34.17214,"plus",26
"lv",1465,"Ipsos",2016-01-01,2016-01-05,"A-",1.07e-07,1.07e-07,3.95e-09,"now25","Trump","R",36.4,34.35202,"now",26
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",1.09e-07,1.09e-07,4.24e-09,"polls26","Clinton","D",41.6,40.36852,"polls",27
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",1.09e-07,1.09e-07,4.24e-09,"plus26","Clinton","D",41.6,40.49056,"plus",27
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",1.09e-07,1.09e-07,4.24e-09,"now26","Clinton","D",41.6,40.338,"now",27
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",1.09e-07,1.09e-07,4.24e-09,"polls26","Trump","R",36.9,34.85764,"polls",27
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",1.09e-07,1.09e-07,4.24e-09,"plus26","Trump","R",36.9,34.77029,"plus",27
"lv",1282,"Ipsos",2016-01-05,2016-01-09,"A-",1.09e-07,1.09e-07,4.24e-09,"now26","Trump","R",36.9,34.94883,"now",27
"lv",1477,"Ipsos",2016-01-02,2016-01-06,"A-",1.12e-07,1.12e-07,4.19e-09,"polls27","Clinton","D",41.9,40.68476,"polls",28
"lv",1477,"Ipsos",2016-01-02,2016-01-06,"A-",1.12e-07,1.12e-07,4.19e-09,"plus27","Clinton","D",41.9,40.80655,"plus",28
"lv",1477,"Ipsos",2016-01-02,2016-01-06,"A-",1.12e-07,1.12e-07,4.19e-09,"now27","Clinton","D",41.9,40.64627,"now",28
"lv",1477,"Ipsos",2016-01-02,2016-01-06,"A-",1.12e-07,1.12e-07,4.19e-09,"polls27","Trump","R",36.6,34.48426,"polls",28
"lv",1477,"Ipsos",2016-01-02,2016-01-06,"A-",1.12e-07,1.12e-07,4.19e-09,"plus27","Trump","R",36.6,34.39671,"plus",28
"lv",1477,"Ipsos",2016-01-02,2016-01-06,"A-",1.12e-07,1.12e-07,4.19e-09,"now27","Trump","R",36.6,34.57618,"now",28
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",1.14e-07,1.14e-07,4.5e-09,"polls28","Clinton","D",42.6,41.36395,"polls",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",1.14e-07,1.14e-07,4.5e-09,"plus28","Clinton","D",42.6,41.48609,"plus",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",1.14e-07,1.14e-07,4.5e-09,"now28","Clinton","D",42.6,41.33596,"now",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",1.14e-07,1.14e-07,4.5e-09,"polls28","Trump","R",35.6,33.58135,"polls",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",1.14e-07,1.14e-07,4.5e-09,"plus28","Trump","R",35.6,33.49406,"plus",29
"lv",1293,"Ipsos",2016-01-06,2016-01-10,"A-",1.14e-07,1.14e-07,4.5e-09,"now28","Trump","R",35.6,33.67254,"now",29
"lv",1411,"Ipsos",2016-01-04,2016-01-08,"A-",1.16e-07,1.16e-07,4.44e-09,"polls29","Clinton","D",41.2,39.9741,"polls",30
"lv",1411,"Ipsos",2016-01-04,2016-01-08,"A-",1.16e-07,1.16e-07,4.44e-09,"plus29","Clinton","D",41.2,40.09605,"plus",30
"lv",1411,"Ipsos",2016-01-04,2016-01-08,"A-",1.16e-07,1.16e-07,4.44e-09,"now29","Clinton","D",41.2,39.94086,"now",30
"lv",1411,"Ipsos",2016-01-04,2016-01-08,"A-",1.16e-07,1.16e-07,4.44e-09,"polls29","Trump","R",38.1,36.03294,"polls",30
"lv",1411,"Ipsos",2016-01-04,2016-01-08,"A-",1.16e-07,1.16e-07,4.44e-09,"plus29","Trump","R",38.1,35.94553,"plus",30
